id,type,finish_id,group,dnaScore,flashMode,primary_metric,target,verify,current
dna-bible-pattern-roll_cage,pattern,roll_cage,Patterns,27,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":15,""pinFlashScore"":4,""simFlashScore"":26,""detail"":4,""mRange"":95,""rRange"":120,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-rooster_tail,pattern,rooster_tail,Patterns,24,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":12,""pinFlashScore"":4,""simFlashScore"":26,""detail"":1,""mRange"":66,""rRange"":80,""ccRange"":27,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-rose_curve,pattern,rose_curve,Patterns,27,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":13,""pinFlashScore"":5,""simFlashScore"":29,""detail"":13,""mRange"":50,""rRange"":70,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-rpm_gauge,pattern,rpm_gauge,Patterns,26,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":17,""pinFlashScore"":4,""simFlashScore"":13,""detail"":4,""mRange"":140,""rRange"":130,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-rune_symbols,pattern,rune_symbols,Patterns,43,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":47,""simFlashScore"":26,""detail"":22,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-rust_bloom,pattern,rust_bloom,Patterns,19,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":10,""pinFlashScore"":4,""simFlashScore"":15,""detail"":3,""mRange"":35,""rRange"":59,""ccRange"":29,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-sacred_geometry,pattern,sacred_geometry,Patterns,28,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":14,""pinFlashScore"":24,""simFlashScore"":13,""detail"":6,""mRange"":95,""rRange"":80,""ccRange"":25,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-sandstorm,pattern,sandstorm,Patterns,30,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":15,""pinFlashScore"":14,""simFlashScore"":25,""detail"":12,""mRange"":70,""rRange"":85,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-satin_wax,pattern,satin_wax,Patterns,20,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":11,""pinFlashScore"":4,""simFlashScore"":13,""detail"":5,""mRange"":50,""rRange"":65,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Seamless_tileable_pattern_antique_celestial_star_c_delpmaspu,pattern,Seamless_tileable_pattern_antique_celestial_star_c_delpmaspu,Patterns,39,pinfield,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":18,""pinFlashScore"":61,""simFlashScore"":26,""detail"":5,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Seamless_tileable_pattern_astrological_zodiac_syst_delpmaspu,pattern,Seamless_tileable_pattern_astrological_zodiac_syst_delpmaspu,Patterns,39,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":21,""pinFlashScore"":61,""simFlashScore"":26,""detail"":11,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Seamless_tileable_pattern_haitian_voodoo_veve_ritu_delpmaspu,pattern,Seamless_tileable_pattern_haitian_voodoo_veve_ritu_delpmaspu,Patterns,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":35,""pinFlashScore"":26,""simFlashScore"":13,""detail"":28,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Seamless_tileable_pattern_haitian_voodoo_veve_ritu_delpmaspu_1,pattern,Seamless_tileable_pattern_haitian_voodoo_veve_ritu_delpmaspu_1,Patterns,45,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":28,""pinFlashScore"":52,""simFlashScore"":26,""detail"":20,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Seamless_tileable_pattern_jaws_movie_1975_inspired_delpmaspu,pattern,Seamless_tileable_pattern_jaws_movie_1975_inspired_delpmaspu,Patterns,44,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":42,""simFlashScore"":26,""detail"":20,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Seamless_tileable_pattern_medieval_grimoire_manusc_delpmaspu,pattern,Seamless_tileable_pattern_medieval_grimoire_manusc_delpmaspu,Patterns,43,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":26,""pinFlashScore"":51,""simFlashScore"":26,""detail"":18,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Seamless_tileable_pattern_occult_ceremonial_sigil__delpmaspu,pattern,Seamless_tileable_pattern_occult_ceremonial_sigil__delpmaspu,Patterns,45,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":43,""simFlashScore"":26,""detail"":25,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Seamless_tileable_pattern_occult_ceremonial_sigil__delpmaspu_1,pattern,Seamless_tileable_pattern_occult_ceremonial_sigil__delpmaspu_1,Patterns,38,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":23,""pinFlashScore"":60,""simFlashScore"":26,""detail"":5,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Seamless_tileable_pattern_sacred_geometry_and_myst_delpmaspu,pattern,Seamless_tileable_pattern_sacred_geometry_and_myst_delpmaspu,Patterns,38,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":26,""pinFlashScore"":54,""simFlashScore"":14,""detail"":19,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Seamless_tileable_pattern_secret_society_and_cult__delpmaspu,pattern,Seamless_tileable_pattern_secret_society_and_cult__delpmaspu,Patterns,39,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":22,""pinFlashScore"":55,""simFlashScore"":26,""detail"":15,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Seamless_tileable_pattern_tarot_card_visual_langua_delpmaspu,pattern,Seamless_tileable_pattern_tarot_card_visual_langua_delpmaspu,Patterns,43,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":46,""simFlashScore"":14,""detail"":24,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Seamless_tileable_pattern_victorian_spirit_board_a_delpmaspu,pattern,Seamless_tileable_pattern_victorian_spirit_board_a_delpmaspu,Patterns,43,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":34,""pinFlashScore"":25,""simFlashScore"":26,""detail"":34,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Seamless_tileable_pattern_witch_apothecary_botanic_delpmaspu,pattern,Seamless_tileable_pattern_witch_apothecary_botanic_delpmaspu,Patterns,45,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":35,""pinFlashScore"":23,""simFlashScore"":26,""detail"":30,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-seigaiha_scales,pattern,seigaiha_scales,Patterns,20,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":11,""pinFlashScore"":5,""simFlashScore"":18,""detail"":9,""mRange"":37,""rRange"":60,""ccRange"":28,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-shimmer_chrome_flux,pattern,shimmer_chrome_flux,Patterns,20,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":12,""pinFlashScore"":5,""simFlashScore"":14,""detail"":7,""mRange"":83,""rRange"":66,""ccRange"":26,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-shimmer_matte_halo,pattern,shimmer_matte_halo,Patterns,15,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":6,""pinFlashScore"":4,""simFlashScore"":15,""detail"":2,""mRange"":0,""rRange"":0,""ccRange"":28,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-shimmer_neon_weft,pattern,shimmer_neon_weft,Patterns,27,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":16,""pinFlashScore"":19,""simFlashScore"":15,""detail"":9,""mRange"":104,""rRange"":101,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-shimmer_oil_tension,pattern,shimmer_oil_tension,Patterns,19,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":7,""pinFlashScore"":4,""simFlashScore"":16,""detail"":5,""mRange"":0,""rRange"":0,""ccRange"":29,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-shimmer_prism_frost,pattern,shimmer_prism_frost,Patterns,26,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":16,""pinFlashScore"":8,""simFlashScore"":14,""detail"":8,""mRange"":90,""rRange"":99,""ccRange"":28,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-shimmer_quantum_shard,pattern,shimmer_quantum_shard,Patterns,15,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":5,""pinFlashScore"":4,""simFlashScore"":16,""detail"":1,""mRange"":0,""rRange"":0,""ccRange"":29,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-shimmer_spectral_mesh,pattern,shimmer_spectral_mesh,Patterns,20,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":11,""pinFlashScore"":5,""simFlashScore"":15,""detail"":4,""mRange"":74,""rRange"":60,""ccRange"":25,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-shimmer_turbine_sheen,pattern,shimmer_turbine_sheen,Patterns,19,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":7,""pinFlashScore"":4,""simFlashScore"":16,""detail"":4,""mRange"":0,""rRange"":0,""ccRange"":29,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-shimmer_velvet_static,pattern,shimmer_velvet_static,Patterns,20,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":6,""pinFlashScore"":4,""simFlashScore"":29,""detail"":1,""mRange"":0,""rRange"":0,""ccRange"":26,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-shimmer_void_dust,pattern,shimmer_void_dust,Patterns,28,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":17,""pinFlashScore"":18,""simFlashScore"":14,""detail"":6,""mRange"":140,""rRange"":66,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
